Name,Symbol,Formula,Code,Description
lightning-tear,뒬,"=UNICHAR(HEX2DEC(""b4ac""))",b4ac,Lightning tear: Crying during a storm can have side effect. (eye)
lightning-tree,뒭,"=UNICHAR(HEX2DEC(""b4ad""))",b4ad,Lightning tree: Huge flash in the sky. (lightning sky)
lightning-trio,뒮,"=UNICHAR(HEX2DEC(""b4ae""))",b4ae,Lightning trio: Zeus trident. (lightning)
lily-pads,뒯,"=UNICHAR(HEX2DEC(""b4af""))",b4af,Lily pads: Huge round leaves floating in ponds where the frogs can rest in the shadow of magnificent flowers. (egypt liquid plant)
linden-leaf,뒰,"=UNICHAR(HEX2DEC(""b4b0""))",b4b0,Linden leaf: Tree producing small helicopters during autumn. (plant wood)
linked-rings,뒱,"=UNICHAR(HEX2DEC(""b4b1""))",b4b1,Linked rings: Certainly belong to two lovers. This is a strong bound between partners in an alliance. (jewellery)
lion,뒲,"=UNICHAR(HEX2DEC(""b4b2""))",b4b2,"Lion: The mighty king of the jungle, roaring over savanna. (animal circus game-of-thrones mammal)"
lips,뒳,"=UNICHAR(HEX2DEC(""b4b3""))",b4b3,Lips: Borders surrounding the mouth without lipstick. (mouth)
lipstick,뒴,"=UNICHAR(HEX2DEC(""b4b4""))",b4b4,Lipstick: To put red makeup around the mouth to feel prettier during seduction. (household mouth)
liquid-soap,뒵,"=UNICHAR(HEX2DEC(""b4b5""))",b4b5,Liquid soap: A hand lotion to keep everything clean and shiny and destroy germs. It can also produce bubbles. (bottle household liquid)
lit-candelabra,뒶,"=UNICHAR(HEX2DEC(""b4b6""))",b4b6,Lit candelabra: A trio of candles to put on a table during a romantic banquet between tasty meals. (fire household light vampire)
liver,뒷,"=UNICHAR(HEX2DEC(""b4b7""))",b4b7,Liver: An internal organ in the belly responsible of managing how alcohol is assimilated. (anatomy)
lizard-tongue,뒸,"=UNICHAR(HEX2DEC(""b4b8""))",b4b8,Lizard tongue: An extensible piece of meat for a deadly kiss. (mouth reptile)
lizardman,뒹,"=UNICHAR(HEX2DEC(""b4b9""))",b4b9,Lizardman: A reptilian being living near swamps or escaped from Atlantis. (creature head reptile)
load,뒺,"=UNICHAR(HEX2DEC(""b4ba""))",b4ba,"Load: Loading data from a floppy disk to restore a saved file, and continue the game where it was previously stopped. (electronic gui)"
lob-arrow,뒻,"=UNICHAR(HEX2DEC(""b4bb""))",b4bb,Lob arrow: Trajectory with a ball to aim to trick a goal keeper. (arrow)
lock-picking,뒼,"=UNICHAR(HEX2DEC(""b4bc""))",b4bc,Lock picking: Small pieces of metal used by robbers to break into a secure room or a safe. (lock police tool)
lock-spy,뒽,"=UNICHAR(HEX2DEC(""b4bd""))",b4bd,Lock spy: Piercing through intimacy to observe some secrets during a private meetings behind a closed door. (eye lock)
locked-box,뒾,"=UNICHAR(HEX2DEC(""b4be""))",b4be,Locked box: The content of this crate must remain secret and well protected during transportation. (container lock)
locked-chest,뒿,"=UNICHAR(HEX2DEC(""b4bf""))",b4bf,Locked chest: Gold or emptiness is hidden in this treasure box. (container lock money pirate)
locked-door,듀,"=UNICHAR(HEX2DEC(""b4c0""))",b4c0,Locked door: Access is denied with no way to go the other side without a key. (door lock)
locked-fortress,듁,"=UNICHAR(HEX2DEC(""b4c1""))",b4c1,Locked fortress: A new evasion challenge for Christophe Lambert. (building lock)
locked-heart,듂,"=UNICHAR(HEX2DEC(""b4c2""))",b4c2,"Locked heart: To find the true mystery of love buried deep in our heart, a special key is needed. (heart lock)"
lockers,듃,"=UNICHAR(HEX2DEC(""b4c3""))",b4c3,Lockers: A storage to protect belongings in a high-schools or sport statium. (door household lock)
lockpicks,듄,"=UNICHAR(HEX2DEC(""b4c4""))",b4c4,Lockpicks: Small metal sticks used by burglar to open doors instead of regular keys. (lock tool)
log,듅,"=UNICHAR(HEX2DEC(""b4c5""))",b4c5,Log: It used to be a heavy branch belonging to an ancient tree. Now it's just a dry wood log ready to be burnt. (farm stone-age wood)
logging,듆,"=UNICHAR(HEX2DEC(""b4c6""))",b4c6,Logging: Chopping some timber from the best trees in a forest. (wood)
logic-gate-and,듇,"=UNICHAR(HEX2DEC(""b4c7""))",b4c7,Logic gate AND: <pre><code>INPUT OUTPUT A B A AND B 0 0 0 0 1 0 1 0 0 1 1 1</code></pre> (electronic symbol)
logic-gate-nand,듈,"=UNICHAR(HEX2DEC(""b4c8""))",b4c8,Logic gate NAND: <pre><code>INPUT OUTPUT A B A NAND B 0 0 1 0 1 1 1 0 1 1 1 0</code></pre> (electronic symbol)
logic-gate-nor,듉,"=UNICHAR(HEX2DEC(""b4c9""))",b4c9,Logic gate NOR: <pre><code>INPUT OUTPUT A B A NOR B 0 0 1 0 1 0 1 0 0 1 1 0</code></pre> (electronic symbol)
logic-gate-not,듊,"=UNICHAR(HEX2DEC(""b4ca""))",b4ca,Logic gate NOT: <pre><code>INPUT OUTPUT A NOT A 0 1 1 0</code></pre> (electronic symbol)
logic-gate-nxor,듋,"=UNICHAR(HEX2DEC(""b4cb""))",b4cb,Logic gate NXOR: <pre><code>INPUT OUTPUT A B A XNOR B 0 0 1 0 1 0 1 0 0 1 1 1</code></pre> (electronic symbol)
logic-gate-or,듌,"=UNICHAR(HEX2DEC(""b4cc""))",b4cc,Logic gate OR: <pre><code>INPUT OUTPUT A B A OR B 0 0 0 0 1 1 1 0 1 1 1 1</code></pre> (electronic symbol)
logic-gate-xor,듍,"=UNICHAR(HEX2DEC(""b4cd""))",b4cd,Logic gate XOR: <pre><code>INPUT OUTPUT A B A XOR B 0 0 0 0 1 1 1 0 1 1 1 0</code></pre> (electronic symbol)
loincloth,듎,"=UNICHAR(HEX2DEC(""b4ce""))",b4ce,Loincloth: Piece of leather attach to a belt and hanging between the legs to protect weak points. (armor clothing)
long-antennae-bug,듏,"=UNICHAR(HEX2DEC(""b4cf""))",b4cf,Long antennae bug: A cockroach with high capacity for danger detection. (insect)
long-legged-spider,듐,"=UNICHAR(HEX2DEC(""b4d0""))",b4d0,Long legged spider: Kind of a thin tarantula. (animal australia insect)
look-at,듑,"=UNICHAR(HEX2DEC(""b4d1""))",b4d1,Look at: Stare in a precise direction (action eye)
lorgnette,듒,"=UNICHAR(HEX2DEC(""b4d2""))",b4d2,Lorgnette: A pair of spectacles that must be held by hands. (eye steampunk)
lost-limb,듓,"=UNICHAR(HEX2DEC(""b4d3""))",b4d3,Lost limb: This severed foot has been separated from its leg. The bone is clearly visible and the wound can not be stitched. (anatomy bone boot world-wars zombie)
lotus-flower,듔,"=UNICHAR(HEX2DEC(""b4d4""))",b4d4,"Lotus flower: Used to make perfume, and can be depicted as a religious symbol in temples. (plant star)"
lotus,듕,"=UNICHAR(HEX2DEC(""b4d5""))",b4d5,Lotus: Large flower inspiring yogi during their meditation. Almost like water Lilly which can be found in ponds. (egypt ninja plant)
louvre-pyramid,듖,"=UNICHAR(HEX2DEC(""b4d6""))",b4d6,Louvre pyramid: A glass pyramid in the middle of the famous Museum. (building france)
love-howl,듗,"=UNICHAR(HEX2DEC(""b4d7""))",b4d7,"Love howl: Each full moon night, wolves declare their ardor to females by screaming endlessly. (heart sound)"
love-injection,듘,"=UNICHAR(HEX2DEC(""b4d8""))",b4d8,"Love injection: Instant crush potion in a magic syringe, as if Cupidon has taken chemistry classes. (chemical heart life)"
love-letter,듙,"=UNICHAR(HEX2DEC(""b4d9""))",b4d9,Love letter: Warm feelings and love declaration sent by an unknown lover in a sweetly perfumed mail. (book heart)
love-mystery,듚,"=UNICHAR(HEX2DEC(""b4da""))",b4da,Love mystery: Strange mechanism that make us feel warm affection or inexplicable attraction to someone. (heart machine)
love-song,듛,"=UNICHAR(HEX2DEC(""b4db""))",b4db,"Love song: Gentle and sweet chorus to charm your lady. The melody is calm and relaxing, usually with a saxophone part. (heart sound)"
lovers,드,"=UNICHAR(HEX2DEC(""b4dc""))",b4dc,"Lovers: A couple in love, sharing good moments in life. They may be married or simply fiancés. (body heart)"
low-tide,득,"=UNICHAR(HEX2DEC(""b4dd""))",b4dd,Low tide: When the level of the sea on the shore is at its minimum and seashells on rocks are revealed. (gui liquid sea)
luchador,듞,"=UNICHAR(HEX2DEC(""b4de""))",b4de,Luchador: South American fighter in Lucha Libre. (mask mexico)
lucifer-cannon,듟,"=UNICHAR(HEX2DEC(""b4df""))",b4df,Lucifer cannon: (fire)
lucky-fisherman,든,"=UNICHAR(HEX2DEC(""b4e0""))",b4e0,Lucky fisherman: The bait was good enough to capture this big carp from the river. (fish)
luger,듡,"=UNICHAR(HEX2DEC(""b4e1""))",b4e1,Luger: Weapon used by Germans during the World Wars. (gun weapon world-wars)
lunar-module,듢,"=UNICHAR(HEX2DEC(""b4e2""))",b4e2,Lunar module: Exploration vessel like the one used during the Apollo mission on the moon. (science-fiction space vehicle)
lunar-wand,듣,"=UNICHAR(HEX2DEC(""b4e3""))",b4e3,Lunar wand: A magical scepter with a crescent (weapon)
lungs,들,"=UNICHAR(HEX2DEC(""b4e4""))",b4e4,Lungs: Organs to breath oxygen. (anatomy)
lynx-head,듥,"=UNICHAR(HEX2DEC(""b4e5""))",b4e5,Lynx head: A bobcat with pointy chins and hears. (animal mammal)
lyre,듦,"=UNICHAR(HEX2DEC(""b4e6""))",b4e6,Lyre: Harp used by minstrel to sing in lords' court. (greek-roman musical-instrument)
m3-grease-gun,듧,"=UNICHAR(HEX2DEC(""b4e7""))",b4e7,M3 Grease Gun: A .45-caliber submachine gun supposed to replace the Thompson series. (gun)
mac-10,듨,"=UNICHAR(HEX2DEC(""b4e8""))",b4e8,"Mac 10: A compact, blowback operated machine pistol (gun)"
mace-head,듩,"=UNICHAR(HEX2DEC(""b4e9""))",b4e9,Mace head: No one really appreciates to bang his head vs this metallic spiky ball. Also called morning star. (ball spike weapon)
machete,듪,"=UNICHAR(HEX2DEC(""b4ea""))",b4ea,Machete: To cut your way through the tropical bush. (blade blood weapon)
machine-gun-magazine,듫,"=UNICHAR(HEX2DEC(""b4eb""))",b4eb,Machine gun magazine: Ammo for an automatic weapon. It needs to be reloaded oftern. (gun)
machine-gun,듬,"=UNICHAR(HEX2DEC(""b4ec""))",b4ec,Machine gun: Automatic turret that can blast hundreds of bullets per minute. (gun)
mad-scientist,듭,"=UNICHAR(HEX2DEC(""b4ed""))",b4ed,Mad scientist: A doctor with unethical experiments in his laboratory. (head)
maggot,듮,"=UNICHAR(HEX2DEC(""b4ee""))",b4ee,Maggot: This vermin will bite the flesh and the organs of a cadaver until only bones are left. (animal death insect)
magic-axe,듯,"=UNICHAR(HEX2DEC(""b4ef""))",b4ef,Magic axe: Runes offers a mystical energy to this weapon that can cut through metal like butter. (axe)
magic-broom,듰,"=UNICHAR(HEX2DEC(""b4f0""))",b4f0,Magic broom: The perfect flying transportation for busy witches. Not sure it it can also clean the floor. (household)
magic-gate,등,"=UNICHAR(HEX2DEC(""b4f1""))",b4f1,Magic gate: To teleport to a distant universe along a tunnel of energy. (building door)
magic-hat,듲,"=UNICHAR(HEX2DEC(""b4f2""))",b4f2,Magic hat: A white rabbit is revealed by the magician in this famous trick. (circus hat)
magic-lamp,듳,"=UNICHAR(HEX2DEC(""b4f3""))",b4f3,"Magic lamp: Aladdin doesn't need a lighter anymore, he just ask his genie to smile. (bottle light)"
magic-palm,듴,"=UNICHAR(HEX2DEC(""b4f4""))",b4f4,Magic palm: Read the line to have a glimpse of the future. (hand star)
magic-portal,듵,"=UNICHAR(HEX2DEC(""b4f5""))",b4f5,Magic portal: A door to another dimension. Maybe the only exit for Shell to flee GladOs tyranny. (building door)
magic-potion,듶,"=UNICHAR(HEX2DEC(""b4f6""))",b4f6,"Magic potion: When you drink this powerful mixture prepared by ancient druids from this waterskin, you become invincible for a short period. (bottle celtic chemical container)"
magic-shield,듷,"=UNICHAR(HEX2DEC(""b4f7""))",b4f7,Magic shield: A protective screen to deflect offensive spells. (shield star)
magic-swirl,듸,"=UNICHAR(HEX2DEC(""b4f8""))",b4f8,Magic swirl: A circle move to cast a spell. (hand)
magic-trident,듹,"=UNICHAR(HEX2DEC(""b4f9""))",b4f9,Magic trident: A fork dealing triple damages. It's as sharp as a trio of knives piercing at various angles. (spike weapon)
magick-trick,듺,"=UNICHAR(HEX2DEC(""b4fa""))",b4fa,Magic trick: A true magician only needs a wand and a hat to make things disappear if he's a true master of illusion. (circus hat)
magnet-blast,듻,"=UNICHAR(HEX2DEC(""b4fb""))",b4fb,"Magnet blast: Like an EMP, this energy ray can destroy every electric appliance in a large radius or attract metal objects. (explosion lightning metal)"
magnet-man,듼,"=UNICHAR(HEX2DEC(""b4fc""))",b4fc,Magnet man: Lots of attraction for metal enemies. (robot)
magnet,듽,"=UNICHAR(HEX2DEC(""b4fd""))",b4fd,Magnet: How do this fraking work? Are attraction and repulsion due to an electromagnetic field? (metal tool)
magnifying-glass,듾,"=UNICHAR(HEX2DEC(""b4fe""))",b4fe,Magnifying glass: Useful to zoom on small texts and distinguish tiny characters or to search for clues on a crime scene. (eye glass gui police steampunk)
mail-shirt,듿,"=UNICHAR(HEX2DEC(""b4ff""))",b4ff,Mail shirt: Small metal rings tied together to form a protective layer on top of the skin. (armor clothing)
mailbox,딀,"=UNICHAR(HEX2DEC(""b500""))",b500,Mailbox: Container in the alley to receive stamped messages delivered by the postman. (gui household)
mailed-fist,딁,"=UNICHAR(HEX2DEC(""b501""))",b501,"Mailed fist: In case you can't take the velvet glove approach, try a less delicate punching way. (armor hand)"
male,딂,"=UNICHAR(HEX2DEC(""b502""))",b502,Male: Gender specific sign for men and boys. (symbol)
mammoth,딃,"=UNICHAR(HEX2DEC(""b503""))",b503,Mammoth: Extinct cousin of elephants but with mightier tusks. Some can be found frozen in Siberia. (mammal stone-age)
manacles,딄,"=UNICHAR(HEX2DEC(""b504""))",b504,Manacles: A locked chain around prisoner arms to keep them in jail. They won't be able to move so freely and escape. Sadly these rings were also used on slaves. (lock metal police trap)
mandrill-head,딅,"=UNICHAR(HEX2DEC(""b505""))",b505,Mandrill head: A baboon species living in the rain forests of Africa. Male faces are particularly colorful. (mammal)
manta-ray,딆,"=UNICHAR(HEX2DEC(""b506""))",b506,Manta ray: A majestic flat fish deploying its large fins like a bird swimming in slow motion. (animal fish sea)
mantrap,딇,"=UNICHAR(HEX2DEC(""b507""))",b507,Mantrap: A metal jaw hidden under a mantle of leaves and waiting to catch the paw of a prey. (spike trap)
manual-juicer,딈,"=UNICHAR(HEX2DEC(""b508""))",b508,Manual juicer: To press and extract precious juice from oranges and lemons to drink during breakfast. (fruit kitchenware)
manual-meat-grinder,딉,"=UNICHAR(HEX2DEC(""b509""))",b509,Manual meat grinder: Turn raw beef steaks into processed meat for various meals. (kitchenware machine)
maple-leaf,딊,"=UNICHAR(HEX2DEC(""b50a""))",b50a,Maple leaf: Canadian's flag symbol from a tree famous for producing sweet syrup. (plant wood)
maracas,딋,"=UNICHAR(HEX2DEC(""b50b""))",b50b,Maracas: A pair of rumba shaker to follow the rhythm in Caraibean music. (mexico musical-instrument)
marble-tap,딌,"=UNICHAR(HEX2DEC(""b50c""))",b50c,Marble tap: Punch the small ball with your fingers to score points. (hand toy)
marbles,딍,"=UNICHAR(HEX2DEC(""b50d""))",b50d,Marbles: To play with friends at school during breaks. (ball toy)
marrow-drain,딎,"=UNICHAR(HEX2DEC(""b50e""))",b50e,Marrow drain: Fluid inside bones along the nerves in the spine. Dogs like to eat that. (bone liquid spike)
mars-curiosity,딏,"=UNICHAR(HEX2DEC(""b50f""))",b50f,"Mars Curiosity: A wandering robot on the red planet, analysing soil composition and taking selfies. (robot space vehicle)"
mars-pathfinder,딐,"=UNICHAR(HEX2DEC(""b510""))",b510,"Mars Pathfinder: A probe with large wings made of solar panels, emitting scientific data back to Earth. (robot space vehicle)"
marshmallows,딑,"=UNICHAR(HEX2DEC(""b511""))",b511,Marshmallows: Melting candies on a stick that are delightful during evenings around a campfire. (fire food wood)
martini,딒,"=UNICHAR(HEX2DEC(""b512""))",b512,Martini: An alcohol cocktail in fancy parties often served with an olive. (food glass kitchenware liquid)
martyr-memorial,딓,"=UNICHAR(HEX2DEC(""b513""))",b513,Martyr memorial: A curved tower in the capital city of Alger. (building)
masked-spider,디,"=UNICHAR(HEX2DEC(""b514""))",b514,Masked spider: A spider with long legs and as scary as a Skulltula in Zelda. (animal australia insect zelda)
mason-jar,딕,"=UNICHAR(HEX2DEC(""b515""))",b515,Mason jar: A moulded glass jar used in home canning to preserve food (bottle glass)
mass-driver,딖,"=UNICHAR(HEX2DEC(""b516""))",b516,Mass driver: (symbol)
master-of-arms,딗,"=UNICHAR(HEX2DEC(""b517""))",b517,Master of arms: Trainer of highly skilled swordsmen. (blade body)
match-head,딘,"=UNICHAR(HEX2DEC(""b518""))",b518,"Match head: When your flash light is out of battery in Silent Hill, cracking a match from your tinderbox may be your last chance to survive. (fire light smoke)"
match-tip,딙,"=UNICHAR(HEX2DEC(""b519""))",b519,Match tip: A pointy stick in fusion illuminating the surroundings. (fire light)
matchbox,딚,"=UNICHAR(HEX2DEC(""b51a""))",b51a,Matchbox: Matches inside this box can light a small fire or even triggers a forest arson if used by a pyromaniac. (fire household)
materials-science,딛,"=UNICHAR(HEX2DEC(""b51b""))",b51b,Materials science: An atomic representation with a cube as a core. (chemical)
matryoshka-dolls,딜,"=UNICHAR(HEX2DEC(""b51c""))",b51c,Matryoshka dolls: Nested hollow boxes that looks like a family of scarfed Russian women from the last century. (container toy)
matter-states,딝,"=UNICHAR(HEX2DEC(""b51d""))",b51d,"Matter states: The 3 states of matter: solid, liquid and gas. (weather)"
mayan-pyramid,딞,"=UNICHAR(HEX2DEC(""b51e""))",b51e,Mayan pyramid: Huge pre-colombian temple dedicated to the sun. Long stairs lead to the summit where human sacrifices occurred. (building mexico)
maze-cornea,딟,"=UNICHAR(HEX2DEC(""b51f""))",b51f,Maze cornea: Lost in the labyrinth of your cybernetic eyes. (ball eye symbol)
maze-saw,딠,"=UNICHAR(HEX2DEC(""b520""))",b520,Maze saw: A concentric labyrinth made of sharp energy. (spike symbol)
maze,딡,"=UNICHAR(HEX2DEC(""b521""))",b521,Maze: A twisted Labyrinth where the exit is always after the next corner. There's no way to go through the walls. (building greek-roman)
meal,딢,"=UNICHAR(HEX2DEC(""b522""))",b522,"Meal: Fork, knife and plate : everything needed to have a good diner in a tavern or a restaurant. (food kitchenware)"
measure-tape,딣,"=UNICHAR(HEX2DEC(""b523""))",b523,Measure tape: A meter to find the dimensions of an object. (clothing household)
meat-cleaver,딤,"=UNICHAR(HEX2DEC(""b524""))",b524,Meat cleaver: Never mess with a butcher when he needs to cut a pig. (blade food kitchenware)
meat-hook,딥,"=UNICHAR(HEX2DEC(""b525""))",b525,Meat hook: To hang dead pigs and beef in a slaughter house. (food)
meat,딦,"=UNICHAR(HEX2DEC(""b526""))",b526,"Meat: <h2 id=""popular-true"">popular: true</h2> An edible piece of an animal to satisfy our carnivorous hunger. (bone meat zelda)"
mecha-head,딧,"=UNICHAR(HEX2DEC(""b527""))",b527,Mecha head: A silent giant robot metal head. With luminescent eyes and an angular plate on its mouth. (head robot science-fiction)
mecha-mask,딨,"=UNICHAR(HEX2DEC(""b528""))",b528,Mecha mask: A neutral robot face with dark eyes and angular cheeks. (head mask robot science-fiction)
mechanic-garage,딩,"=UNICHAR(HEX2DEC(""b529""))",b529,Mechanic garage: A car repair shop when there's an issue in the engine or just a simple annual revision. (building car vehicle)
mechanical-arm,딪,"=UNICHAR(HEX2DEC(""b52a""))",b52a,Mechanical arm: This assembler assists human operators in heavy lifting tasks inside factories. (hand machine robot science-fiction)
medal-skull,딫,"=UNICHAR(HEX2DEC(""b52b""))",b52b,Medal skull: A decoration earned fighting in the Death Legion. Only undead warriors can wear it. (jewellery rank skull)
medal,딬,"=UNICHAR(HEX2DEC(""b52c""))",b52c,Medal: An honorific distinction to award brave soldier after a battle. (jewellery rank sport)
medallist,딭,"=UNICHAR(HEX2DEC(""b52d""))",b52d,Medallist: The winner of a race or a championship with the medal around the neck. This sportsman feels glory. (body rank sport)
medical-drip,딮,"=UNICHAR(HEX2DEC(""b52e""))",b52e,Medical drip: A pocket of blood or nutriments needed to help patients in hospitals. (life liquid)
medical-pack-alt,딯,"=UNICHAR(HEX2DEC(""b52f""))",b52f,Medical pack empty: (life)
medical-pack,따,"=UNICHAR(HEX2DEC(""b530""))",b530,Medical pack: To help in case of emergency. (life)
medical-thermometer,딱,"=UNICHAR(HEX2DEC(""b531""))",b531,Medical thermometer: To measure the temperature of a patient during fever. (life)
medicine-pills,딲,"=UNICHAR(HEX2DEC(""b532""))",b532,Medicine pills: Bits of cure against illnesses and headaches. (chemical life poison)
medicines,딳,"=UNICHAR(HEX2DEC(""b533""))",b533,Medicines: A handful of drugs to heal nasty diseases and restore body energy to its maximum. (chemical life)
medieval-barracks,딴,"=UNICHAR(HEX2DEC(""b534""))",b534,Medieval barracks: This garnison is the training ground for infantry soldiers. A military camp like this one is well prepared for attack. (building)
medieval-gate,딵,"=UNICHAR(HEX2DEC(""b535""))",b535,Medieval gate: Two rounded towers protecting the entrance of a castle. (building)
medieval-pavilion,딶,"=UNICHAR(HEX2DEC(""b536""))",b536,Medieval pavilion: Big tent on war camps. Could be the generals headquarters or the infirmary. (building circus flag greek-roman)
meditation,딷,"=UNICHAR(HEX2DEC(""b537""))",b537,Meditation: A yoga posture to relax the mind during a deep concentration. Almost like a prayer. (action body ninja)
medusa-head,딸,"=UNICHAR(HEX2DEC(""b538""))",b538,"Medusa head: Dozen of snakes are swarming the crown of this petrifying Gorgon, that can turn the victims into stone. (creature greek-roman head reptile)"
meeple-army,딹,"=UNICHAR(HEX2DEC(""b539""))",b539,Meeple army: The legion is ready to assault the walls of the city. (board)
meeple-circle,딺,"=UNICHAR(HEX2DEC(""b53a""))",b53a,Meeple circle: A round of nice people gathering to have a tactic. (board)
meeple-group,딻,"=UNICHAR(HEX2DEC(""b53b""))",b53b,"Meeple group: A crowd of meeples: it can represents a small army, a band of peasants or even prisoners. These meeples may belong to a common team. (board toy)"
meeple-king,딼,"=UNICHAR(HEX2DEC(""b53c""))",b53c,Meeple king: This monarch with a long beard is the leader of his people. It's an important figure of the game and must be protected at all cost. (board toy)
meeple,딽,"=UNICHAR(HEX2DEC(""b53d""))",b53d,Meeple: A small character made of wood found in Carcassonne. More generally used to depict a person. (board body toy)
megabot,딾,"=UNICHAR(HEX2DEC(""b53e""))",b53e,Megabot: This huge mecha is a robot that no evil creature want to brutalize. (robot science-fiction)
megaphone,딿,"=UNICHAR(HEX2DEC(""b53f""))",b53f,Megaphone: Amplified voice to scream during demonstrations. (police sound)
melting-ice-cube,땀,"=UNICHAR(HEX2DEC(""b540""))",b540,Melting ice cube: The tragic destiny of the Global Warming. (ice)
melting-metal,땁,"=UNICHAR(HEX2DEC(""b541""))",b541,Melting metal: The hot steel is making a spash while hitting the mold. (metal)
menhir,땂,"=UNICHAR(HEX2DEC(""b542""))",b542,Menhir: A big block of rock carved in an egg shape. Menhirs were made popular by Obelix and archaeological site like Carnac or Stonehenge. (france greek-roman stone stone-age)
mermaid,땃,"=UNICHAR(HEX2DEC(""b543""))",b543,Mermaid: A charming woman with a long fish tail that is often depicted as a gentle being as opposed to flying Sirens. (creature fish sea)
mesh-ball,땄,"=UNICHAR(HEX2DEC(""b544""))",b544,Mesh ball: Used while playing pétanque. (ball sport)
mesh-network,땅,"=UNICHAR(HEX2DEC(""b545""))",b545,Mesh network: A graph with weighted nodes connected by flexible edges. (gui map)
metal-bar,땆,"=UNICHAR(HEX2DEC(""b546""))",b546,Metal bar: Ready to be mould in a more useful shape like a thin plate. (metal money)
metal-boot,땇,"=UNICHAR(HEX2DEC(""b547""))",b547,Metal boot: The toes are well protected under this plate. (armor boot robot)
metal-detector,땈,"=UNICHAR(HEX2DEC(""b548""))",b548,Metal detector: A portable device using electromagnetic radar magic to find hidden chest on a sandy beach. (electronic metal)
metal-disc,땉,"=UNICHAR(HEX2DEC(""b549""))",b549,"Metal disc: A round piece of iron or steel, almost like a nameless coin. (metal money)"
metal-golem-head,땊,"=UNICHAR(HEX2DEC(""b54a""))",b54a,Metal golem head: These sharp teeth can chew pretty much any rebellious opponent. (head metal robot)
metal-hand,땋,"=UNICHAR(HEX2DEC(""b54b""))",b54b,"Metal hand: Could be a gauntlet, but more likely to belong to a robot or an android's hand. (hand metal robot)"
metal-plate,때,"=UNICHAR(HEX2DEC(""b54c""))",b54c,Metal plate: Raw iron piece to build machines. (metal)
metal-scales,땍,"=UNICHAR(HEX2DEC(""b54d""))",b54d,Metal scales: Protective layers of hard material around a machine. (armor metal robot science-fiction)
metal-skirt,땎,"=UNICHAR(HEX2DEC(""b54e""))",b54e,Metal skirt: Protection between belt and upper legs. (armor)
meteor-impact,땏,"=UNICHAR(HEX2DEC(""b54f""))",b54f,Meteor impact: A moon shaped asteroid hitting the ground with disastrous consequences. (explosion space stone)
metroid,땐,"=UNICHAR(HEX2DEC(""b550""))",b550,Metroid: Parasitic alien jellyfish floating around on gloomy planets to suck Samus energy. (creature science-fiction)
metronome,땑,"=UNICHAR(HEX2DEC(""b551""))",b551,Metronome: A ticking device to follow a rythm in songs. (sound time)
mexico,땒,"=UNICHAR(HEX2DEC(""b552""))",b552,Mexico: This country is located between the USA and South America. Aztecs used to live in the Yucatan peninsula. (map mexico)
microchip,땓,"=UNICHAR(HEX2DEC(""b553""))",b553,Microchip: A small transistor component inside a computer. (electronic machine)
microphone,땔,"=UNICHAR(HEX2DEC(""b554""))",b554,Microphone: Device used by reporters to capture voice audio during interviews or in music studios. (sound)
microscope-lens,땕,"=UNICHAR(HEX2DEC(""b555""))",b555,Microscope Lens: Optical tool to observe really small things like cells. (machine)
microscope,땖,"=UNICHAR(HEX2DEC(""b556""))",b556,Microscope: Powerful lens to observe tiny molecules or material compounds in laboratories. (chemical electronic machine)
middle-arrow,땗,"=UNICHAR(HEX2DEC(""b557""))",b557,Middle arrow: A fast arrow breaking a target in a smooth move. (arrow)
midnight-claw,땘,"=UNICHAR(HEX2DEC(""b558""))",b558,"Midnight claw: In front of the moon, an ugly claw will grab its prey. (claw)"
mighty-boosh,땙,"=UNICHAR(HEX2DEC(""b559""))",b559,"Mighty Boosh: A tribal mask, totem of animals in English zoos. (mask)"
mighty-force,땚,"=UNICHAR(HEX2DEC(""b55a""))",b55a,Mighty force: This fighter is about to reach its maximum power and punish the opponents with a final smash. (body energy)
mighty-horn,땛,"=UNICHAR(HEX2DEC(""b55b""))",b55b,Mighty horn: A rhinocerose horn or a thorn from a rose. (horn spike)
mighty-spanner,땜,"=UNICHAR(HEX2DEC(""b55c""))",b55c,Mighty spanner: This machine will be fixed in no time with this surge of repairing power. (spike tool)
military-ambulance,땝,"=UNICHAR(HEX2DEC(""b55d""))",b55d,Military ambulance: Medics can take care of emergency and treat wounded soldiers with adequate attention in hospital. (vehicle world-wars)
military-fort,땞,"=UNICHAR(HEX2DEC(""b55e""))",b55e,Military fort: Bastion with miradors belonging to the army. This training ground is fortified to both keep secrecy about what's going on and prevent from enemy attacks. (building world-wars)
milk-carton,땟,"=UNICHAR(HEX2DEC(""b55f""))",b55f,Milk carton: A dairy product made by cows and mixed as a base ingredient in many dessert recipes. (farm food liquid)
millenium-key,땠,"=UNICHAR(HEX2DEC(""b560""))",b560,"Millenium key: A golden key in the shape of an Egyptian ankh, giving access to the Room of the Soul. (lock)"
mimic-chest,땡,"=UNICHAR(HEX2DEC(""b561""))",b561,Mimic chest: You were reaching for the treasure when suddently your hand was gone. (creature lock mouth trap)
mine-explosion,땢,"=UNICHAR(HEX2DEC(""b562""))",b562,"Mine explosion: Hidden below the ground, this deadly weapon will be triggered by a heavy weight. (explosion trap)"
